channel1,channel2,channel3,channel4,channel5,channel6
-8.906089265321569e-08,-5.075423848406514e-08,8.173635477738616e-09,-1.1503884236761066e-08,-1.0076243081268695e-07,-2.0279840966812504e-08
-3.83276084761669e-07,-1.7137184342130624e-07,4.238526657170809e-08,-2.5475321564206795e-08,-3.640817655060564e-07,-7.511230152535314e-08
-1.2007362618252984e-06,-4.0014703996200825e-07,1.5589132436074616e-07,-1.1657448957748263e-08,-9.419812156253549e-07,-1.9640535556477794e-07
-2.941590054100901e-06,-6.683797250193555e-07,4.423088696295464e-07,1.2344235946942477e-07,-1.866757074968923e-06,-3.8074158948835955e-07
-5.910188542384679e-06,-7.55357128755659e-07,1.0213858011340596e-06,5.310392327498024e-07,-2.956094796119664e-06,-5.500713933140052e-07
-1.0064659437335369e-05,-3.379891925535141e-07,1.986415816900355e-06,1.3670096039950073e-06,-3.834332180374246e-06,-5.508957483956284e-07
-1.483631877724214e-05,8.483696407204847e-07,3.3163213730943585e-06,2.7019301090906073e-06,-4.088817958587398e-06,-2.2616144856520565e-07
-1.9116654170554428e-05,2.8051338356576665e-06,4.783987726257554e-06,4.414767524416134e-06,-3.4487636214164865e-06,4.710369548322063e-07
-4.681945331563791e-09,2.394088688378855e-09,1.6312549366777908e-09,2.096149056777415e-09,1.083076955899873e-09,8.358038215805492e-10
-5.250375081383856e-08,2.8365397021606332e-08,1.8588210768599293e-08,2.4518979978296564e-08,1.367407753895189e-08,1.0049358514937234e-08
-2.7256421951491165e-07,1.58383582407829e-07,9.872801791895897e-08,1.3429077213187447e-07,8.230188840034858e-08,5.7113055066174883e-08
-8.625065046431354e-07,5.547997432744798e-07,3.234548506683393e-07,4.567328190468324e-07,3.1551494972379956e-07,2.0424763610994286e-07
-1.8241440282760612e-06,1.3676533984371342e-06,7.25248649032425e-07,1.0750809764807603e-06,8.689436236853017e-07,5.156112853568776e-07
-2.5761935148654085e-06,2.516265748080259e-06,1.1520133968840202e-06,1.8338797334483477e-06,1.8391686026755083e-06,9.749721421342636e-07
-1.955305908234445e-06,3.5543705420785838e-06,1.243612268688561e-06,2.2616189390530195e-06,3.125833303029621e-06,1.4244928245663117e-06
1.0959774941240506e-06,3.8471841876108875e-06,6.31978091285796e-07,1.8103332692974747e-06,4.400353263398427e-06,1.6222191344894375e-06
6.650141457848545e-06,2.9794106529786685e-06,-7.805903829324099e-07,2.70590447523539e-07,5.247259224839844e-06,1.4046216561086507e-06
1.3565796308430528e-05,1.0363181556049135e-06,-2.731531569087017e-06,-2.030432300965139e-06,5.378078961681631e-06,8.098068817740971e-07
2.0114777375003193e-05,-1.4789412932542887e-06,-4.762562417149868e-06,-4.441174626933346e-06,4.751624593325337e-06,4.1751285873731706e-08
6.865116998175486e-09,-1.567051588972309e-09,-1.90379685843888e-09,-1.7385183609455748e-09,4.352419715649795e-10,-2.654511905963436e-10
8.256268843617938e-08,-1.9787699152732122e-08,-2.2888721347335367e-08,-2.1565019161714264e-08,4.398862746723142e-09,-3.591046982110907e-09
4.70751657587505e-07,-1.1954958245960918e-07,-1.305940844110581e-07,-1.2751686379268093e-07,1.9151450650973895e-08,-2.3572587977261238e-08
1.6965085599033193e-06,-4.614321086574379e-07,-4.715943054618564e-07,-4.796875182990578e-07,4.167504538818005e-08,-9.993887452240705e-08
4.3426384252669785e-06,-1.2811021759743554e-06,-1.2118081466090913e-06,-1.291697273231928e-06,1.4176581291344937e-08,-3.066599850423899e-07
8.39359540535909e-06,-2.7279620979669356e-06,-2.357062226938346e-06,-2.6522480263874516e-06,-2.1863931532699043e-07,-7.223399490618754e-07
1.2656597342177438e-05,-4.630663694396009e-06,-3.5902177030204528e-06,-4.307750064951944e-06,-8.700729940863098e-07,-1.3514195307489395e-06
1.5031429371211192e-05,-6.414628097604069e-06,-4.338223630915482e-06,-5.642103093575225e-06,-2.0571182159083428e-06,-2.0507949409140296e-06
1.371356184055431e-05,-7.339414444126892e-06,-4.101875787480115e-06,-5.975484272041442e-06,-3.6356973408210365e-06,-2.558113827201993e-06
8.436279726521059e-06,-6.936305718131092e-06,-2.804459435660752e-06,-4.998113220821233e-06,-5.191271192218283e-06,-2.6436808227396833e-06
-4.542064543901456e-09,1.20800274691775e-10,1.1462489245248608e-09,9.143175540114805e-10,-1.3330574603031946e-09,-4.318899895588469e-11
-5.564408623345787e-08,2.514030999355272e-09,1.4337592086629995e-08,1.167352632184051e-08,-1.5536876690541058e-08,-4.933616980292229e-10
-3.2600341326342277e-07,2.197555648019494e-08,8.587977406926858e-08,7.18073140871463e-08,-8.4665469651477e-08,-2.1288264122910776e-09
-1.222232715788201e-06,1.1503995057912353e-07,3.294261053675959e-07,2.8507201834054987e-07,-2.8569597519819066e-07,-2.3041673395661757e-09
-3.3114383822273765e-06,4.180577086176338e-07,9.13355042785875e-07,8.255812034728989e-07,-6.629398683694239e-07,1.8966669432479337e-08
-6.9360473331579105e-06,1.1429092774804178e-06,1.9576145008276556e-06,1.8671809424007264e-06,-1.0964820188526894e-06,1.1754462724247865e-07
-1.1702844499081853e-05,2.468542426740205e-06,3.381111377821308e-06,3.438574249616946e-06,-1.2460664671976245e-06,3.788973742140117e-07
-1.6279318638327757e-05,4.343261314105906e-06,4.824635135506979e-06,5.285472271358952e-06,-7.08879112763267e-07,8.591958031210067e-07
-1.8789398101007566e-05,6.3380330925986815e-06,5.748424296988395e-06,6.856959703999819e-06,6.786861004697157e-07,1.499471808839686e-06
-1.769650985116908e-05,7.732822035130378e-06,5.682539829806109e-06,7.4906440846072745e-06,2.6474207874498486e-06,2.095022137025213e-06
2.2268763551073888e-09,5.156895397698198e-10,-4.155168466654056e-10,-1.7997564937836464e-10,1.5389465090557153e-09,1.2466794623896742e-10
2.8163201370302257e-08,5.910857370972472e-09,-5.402142827462946e-09,-2.350410249361356e-09,1.806216848583562e-08,1.3151603262607907e-09
1.7114562661567634e-07,3.134497616115394e-08,-3.423588048878569e-08,-1.532897224000798e-08,1.0045605130343508e-07,6.367488585017997e-09
6.700146722102809e-07,1.0039160398131887e-07,-1.4194383646608354e-07,-6.704146872341069e-08,3.5326548734225947e-07,1.8481343677116065e-08
1.9142341179207267e-06,2.0748014212837548e-07,-4.352749328754927e-07,-2.2189080369531456e-07,8.83615224758689e-07,3.402936884404298e-08
4.289837286386514e-06,2.473682318398433e-07,-1.0551771453591588e-06,-5.920496743378137e-07,1.6723541987308704e-06,3.207585323008882e-08
7.908839441628775e-06,-2.03801547278372e-08,-2.1031297835862205e-06,-1.3194715749718477e-06,2.4722336477615656e-06,-3.1419533648885246e-08
1.2382573387184837e-05,-8.846016052324053e-07,-3.527098617742987e-06,-2.504084382483399e-06,2.864679785989986e-06,-2.1753300281994086e-07
1.6765124491905157e-05,-2.4720712521321574e-06,-5.03712468937557e-06,-4.0814902332830185e-06,2.4760044167592554e-06,-5.784755092270512e-07
1.9714061123689628e-05,-4.54008618472561e-06,-6.1416167503775156e-06,-5.715718260205506e-06,1.2081019089843487e-06,-1.1062363088547745e-06
9.874165462724154e-10,-1.7533444352140856e-09,-5.309023811894353e-10,-8.209777473112878e-10,-1.5237336676327227e-09,-6.911529056757304e-10
8.563797273248026e-09,-1.9747432260164916e-08,-5.564375877927351e-09,-8.805554463638588e-09,-1.8415998554781736e-08,-7.80250081121249e-09
2.6996378344189582e-08,-1.0406993336832573e-07,-2.6347676243107652e-08,-4.338734939780519e-08,-1.0563859778343039e-07,-4.121765138418567e-08
4.571818066464089e-09,-3.4081531100616967e-07,-7.215755562094002e-08,-1.2859310197086216e-07,-3.839735248977041e-07,-1.355162177657607e-07
-2.7783213776042686e-07,-7.741693868682251e-07,-1.1358946664904736e-07,-2.4686571657698615e-07,-9.968683472407274e-07,-3.107093875647984e-07
-1.2610610746318613e-06,-1.2775369787640165e-06,-4.185180757165404e-08,-2.828013439406584e-07,-1.976660739509169e-06,-5.252474298430826e-07
-3.4495568033361493e-06,-1.51698880987895e-06,3.1741167980600006e-07,-3.1178324081963084e-08,-3.125267688808684e-06,-6.657246512990565e-07
-7.0752206473026e-06,-1.0983815062721783e-06,1.1158567061118052e-06,7.039502896373016e-07,-4.05212527877065e-06,-5.995821888482894e-07
-1.1827157041576328e-05,2.048953243015466e-07,2.3770464523616617e-06,1.987825286181924e-06,-4.363535628321897e-06,-2.417914378540214e-07
-1.682978211779442e-05,2.317286563817477e-06,3.939955352977795e-06,3.690022899773445e-06,-3.8490341743713405e-06,4.1929110665905387e-07
-5.8253579636168256e-09,3.108576545728821e-09,2.02072946158834e-09,2.4787906952857448e-09,7.902942196960238e-10,9.069689780686382e-10
-6.638103693228443e-08,3.682565096147866e-08,2.3232623256531713e-08,2.890733028000705e-08,9.99424263710976e-09,1.0947450354812038e-08
-3.52713079901058e-07,2.0568415119429088e-07,1.2494627214153414e-07,1.5821585347213144e-07,6.059933843199061e-08,6.234159252322472e-08
-1.1571313897284443e-06,7.214298356736416e-07,4.1714458173914724e-07,5.399760335268727e-07,2.3559868825525332e-07,2.2287769769991212e-07
-2.6029160512117794e-06,1.7846427651524857e-06,9.648463143078845e-07,1.2850147722407382e-06,6.630101126539439e-07,5.610872405623597e-07
-4.163679558849586e-06,3.3102504923656847e-06,1.6230494577390253e-06,2.2479669626547845e-06,1.446266180081132e-06,1.0556927170629674e-06
-4.57297210617134e-06,4.761490227973741e-06,1.9916240140673122e-06,2.934709210179094e-06,2.5588919490734256e-06,1.5327406129423916e-06
-2.5294588604355316e-06,5.373215713685236e-06,1.6285397728830577e-06,2.7453827898835394e-06,3.797003861788396e-06,1.7360913534240074e-06
2.2827426774512855e-06,4.648806980688373e-06,3.698504573264289e-07,1.4072718581404248e-06,4.850357386086009e-06,1.5058114933444872e-06
8.807133551432997e-06,2.6834466853173704e-06,-1.539803316818124e-06,-8.011586029590778e-07,5.438554131442033e-06,8.994045344554606e-07
6.980115765543783e-09,-1.5085208262084798e-09,-2.069719967860198e-09,-1.9057306942159156e-09,4.713402393488644e-10,-2.6532226821139134e-10
8.382104752943962e-08,-1.9339665565158215e-08,-2.4945945359937502e-08,-2.3425414528132473e-08,4.794110797437326e-09,-3.588606765472657e-09
4.7679670313613824e-07,-1.1871001581419962e-07,-1.4256327683763633e-07,-1.3721662065383072e-07,2.114805091943072e-08,-2.3487744369247446e-08
1.7121397880102184e-06,-4.657615263700058e-07,-5.151163921934279e-07,-5.111892266111792e-07,4.813869018648542e-08,-9.919485784130927e-08
4.359493646660011e-06,-1.3150064069634022e-06,-1.3230404946818484e-06,-1.3629430751005095e-06,3.07690276842038e-08,-3.034471431087188e-07
8.360779129661485e-06,-2.8484833104050102e-06,-2.570250059444233e-06,-2.7702362445408013e-06,-1.7858675518971094e-07,-7.139446869854241e-07
1.2459922583979755e-05,-4.9206004608263394e-06,-3.908866527751607e-06,-4.45148474116453e-06,-7.763941267664816e-07,-1.3365110533262786e-06
1.452000487174341e-05,-6.941027093701509e-06,-4.715190600843764e-06,-5.760541001095876e-06,-1.8618846371515494e-06,-2.028739310528037e-06
1.2783283681086293e-05,-8.096718367831858e-06,-4.441020741879095e-06,-6.007993045118865e-06,-3.2957993274512086e-06,-2.517259367829172e-06
7.122889494026755e-06,-7.819378787544097e-06,-2.9776353777608926e-06,-4.90560166337597e-06,-4.7028440350391065e-06,-2.544588691415492e-06
-4.910266875296507e-09,2.733154560785573e-10,1.23546321490483e-09,8.673898058926053e-10,-1.3070151385448364e-09,9.28241171582574e-11
-6.027340366523607e-08,4.320308774055282e-09,1.550331280688411e-08,1.096152436578111e-08,-1.5187830311235443e-08,1.1927916229394818e-09
-3.537783703314874e-07,3.2125935590731413e-08,9.329524941176803e-08,6.67244846461087e-08,-8.276277574915468e-08,7.536644182776656e-09
-1.3279701740531247e-06,1.509466652451629e-07,3.6007982461231485e-07,2.6233053223767397e-07,-2.8080740871597303e-07,3.154754254953469e-08
-3.597248665900339e-06,5.070586715303288e-07,1.0054577154666666e-06,7.537708584876586e-07,-6.618560908214917e-07,9.929180759580737e-08
-7.515609538554919e-06,1.3041123478433163e-06,2.169359302538643e-06,1.6959582710543466e-06,-1.1344207561428587e-06,2.516584190732562e-07
-1.2605848571791158e-05,2.6795498318221793e-06,3.7611990481585616e-06,3.115753924306778e-06,-1.4023423393860442e-06,5.330735814077943e-07
-1.7355704444474737e-05,4.51862953452213e-06,5.355781195593888e-06,4.786830150948524e-06,-1.081769838376116e-06,9.58847710208779e-07
-1.9717567356870036e-05,6.35361187415797e-06,6.306218914631517e-06,6.207487782869273e-06,4.738152537516743e-08,1.4667266203350562e-06
-1.8135020780662017e-05,7.496019907827412e-06,6.068849063857688e-06,6.761488614957017e-06,1.8393207668496597e-06,1.8924004699376428e-06
2.5237846076294602e-09,4.3640227303042544e-10,-3.715543134004327e-10,-1.4542445021390702e-10,1.5689854247473436e-09,4.8990506277861476e-11
3.151733829492579e-08,4.597577286233459e-09,-4.88318142689205e-09,-2.1876264769746993e-09,1.8367737297236926e-08,5.891189067810022e-10
1.8898299182654842e-07,2.152322207454078e-08,-3.1256494733877946e-08,-1.5887792464619154e-08,1.0185024500937608e-07,3.244687773428942e-09
7.293626916390403e-07,5.534432971397757e-08,-1.3065899666014065e-07,-7.460849744911769e-08,3.566632604673537e-07,1.073318968406304e-08
2.0519638408811757e-06,6.329672507598489e-08,-4.033177514975109e-07,-2.5598811458995357e-07,8.858491754518639e-07,2.2724012190355778e-08
4.5220874240880825e-06,-9.877986842476446e-08,-9.840813675930193e-07,-6.870005866561515e-07,1.6548143058162549e-06,2.5891973949517335e-08
8.186561042220536e-06,-6.729323072544718e-07,-1.9792913784459532e-06,-1.5051404944754459e-06,2.384334853512747e-06,-1.831570489685636e-08
1.257055230029295e-05,-1.8812005981112626e-06,-3.3680775501704125e-06,-2.766963530120685e-06,2.6162069452681454e-06,-1.775088916978345e-07
1.6679595499279327e-05,-3.7322852573158205e-06,-4.918861598361607e-06,-4.33725851834435e-06,1.9584582590517277e-06,-5.248405617392355e-07
1.921290637675696e-05,-5.877974447568063e-06,-6.191571560597935e-06,-5.832308816794082e-06,3.498067755877407e-07,-1.0747623026884621e-06
6.942470429137094e-10,-1.633962306757536e-09,-6.457722261721551e-10,-1.1917585264055089e-09,-1.6556212674286423e-09,-4.67472567800859e-10
4.941489681117197e-09,-1.8388830201623933e-08,-7.190559844096219e-09,-1.2870908132552408e-08,-1.9776920731395414e-08,-4.918284469643323e-09
5.3941798194777e-09,-9.69022744433306e-08,-3.716549714277122e-08,-6.416390320928168e-08,-1.1214008969766729e-07,-2.3694204307304155e-08
-7.853333711511389e-08,-3.174721207313636e-07,-1.171413040742406e-07,-1.9429210938188886e-07,-4.0396087755644763e-07,-6.89325960857686e-08
-5.094206249217574e-07,-7.212182259645351e-07,-2.4409367875224023e-07,-3.9007920590481503e-07,-1.0456334420965943e-06,-1.3377419935438577e-07
-1.7561325346039646e-06,-1.1871430996668074e-06,-3.1918709001692173e-07,-5.068357421753842e-07,-2.0875012180994064e-06,-1.77642770824187e-07
-4.284731160925085e-06,-1.3921269784402018e-06,-1.1891760272316599e-07,-2.753793273741705e-07,-3.36504730394799e-06,-1.482824598550574e-07
-8.198583470610586e-06,-9.472632310365276e-07,6.275848072494817e-07,5.637696501469107e-07,-4.5036782587445465e-06,-2.1206163974672495e-08
-1.3025075360689089e-05,3.737612131060562e-07,2.0651014406455006e-06,2.0912048599012244e-06,-5.045364903977179e-06,1.9879337530546055e-07
-1.7809210497666425e-05,2.481822523812758e-06,4.043886134638023e-06,4.122904037987555e-06,-4.627729295073363e-06,5.146337133498627e-07
-6.148179615512178e-09,2.923057233796758e-09,2.0189245481995087e-09,2.5729040362939e-09,9.023277722107942e-10,9.536388814177338e-10
-6.980627288295251e-08,3.4569625403785107e-08,2.328857697067618e-08,2.9983998669746104e-08,1.1287882718618925e-08,1.160970688763679e-08
-3.692384852598498e-07,1.9261623834021541e-07,1.257485758405975e-07,1.6400426956813513e-07,6.746040410200604e-08,6.66360525824556e-08
-1.2042975066886906e-06,6.730602563121279e-07,4.218611882503134e-07,5.595489890157399e-07,2.574536156196479e-07,2.400374361930623e-07
-2.6876286967771034e-06,1.6548900193187179e-06,9.814798751490208e-07,1.332391808442856e-06,7.081096745772728e-07,6.092082986955472e-07
-4.248172699488754e-06,3.0387426587375855e-06,1.662910642934336e-06,2.3375215860455545e-06,1.5030673389592186e-06,1.158194989980669e-06
-4.559899223208888e-06,4.2964824681811115e-06,2.0604139775666307e-06,3.076735715359467e-06,2.5766376390432392e-06,1.7080096693313468e-06
-2.296378196990788e-06,4.701704488427681e-06,1.7166797929106718e-06,2.9450422758734815e-06,3.6869988955387946e-06,1.9852016124556406e-06
2.8229473663034358e-06,3.8208263709992436e-06,4.5535824254019923e-07,1.6636089548006227e-06,4.512104758487623e-06,1.8022142951876571e-06
9.672594296876774e-06,1.8153311922299998e-06,-1.4751329258285066e-06,-4.97100335948515e-07,4.790812780303472e-06,1.1841439085552765e-06
6.784798352356349e-09,-1.845266095677802e-09,-1.9803767550950268e-09,-2.032848165768851e-09,2.1762098578242723e-10,-3.9978831570616865e-10
8.135764870181108e-08,-2.291808735123502e-08,-2.415501132138318e-08,-2.5007911938309598e-08,1.5980084476049977e-09,-5.393222539927087e-09
4.621284509979396e-07,-1.358037661624579e-07,-1.4010726948063402e-07,-1.4644130149032367e-07,1.9037901711222676e-09,-3.467682930279796e-08
1.657199888915975e-06,-5.125347130904721e-07,-5.15284206086286e-07,-5.448490507797052e-07,-2.5814656285059836e-08,-1.4163058826546838e-07
4.213829382890322e-06,-1.3870234867038967e-06,-1.3506182701336722e-06,-1.4501496684522758e-06,-1.734971412171682e-07,-4.1297175790262466e-07
8.068616990141564e-06,-2.869830252131245e-06,-2.683958430495798e-06,-2.9445323459914587e-06,-6.110696728116613e-07,-9.15440028899187e-07
1.1996178512148736e-05,-4.718190335171638e-06,-4.1865746069905596e-06,-4.740495079400325e-06,-1.5058521214159098e-06,-1.603042859708588e-06
1.3916048103561848e-05,-6.306629767159866e-06,-5.20556492529249e-06,-6.18545661538456e-06,-2.8650324674341207e-06,-2.2730485900623013e-06
1.211547875449394e-05,-6.925799186168292e-06,-5.120892334126208e-06,-6.585312541294088e-06,-4.435871141128352e-06,-2.6513731753467947e-06
6.473368467979367e-06,-6.220234103517981e-06,-3.7580574725534615e-06,-5.6294789036578095e-06,-5.783060947268023e-06,-2.565153816693382e-06
-4.52775415917288e-09,2.6222813097341227e-10,1.0605155385378528e-09,7.253173376862066e-10,-1.3356359080019898e-09,-7.657989665589692e-11
-5.5878984702754796e-08,4.087244113885663e-09,1.3485674961842597e-08,9.467258294213656e-09,-1.5477128375181645e-08,-6.874284656539662e-10
-3.2990548499651594e-07,3.040824323583627e-08,8.223254630250444e-08,5.972276677757358e-08,-8.383737054216802e-08,-2.2231649921420335e-09
-1.2461854118208426e-06,1.444879237857172e-07,3.2145600951249e-07,2.4354463760040004e-07,-2.8118903710925496e-07,2.01085563890291e-10
-3.3987354293654234e-06,4.946425551447456e-07,9.086455617380781e-07,7.241176925538694e-07,-6.485470428625272e-07,3.04057815480038e-08
-7.153154329565546e-06,1.3032944881136932e-06,1.9844172705351353e-06,1.6763772035593083e-06,-1.0660650409605407e-06,1.4550793780090959e-07
-1.2093042459068694e-05,2.7521045675437147e-06,3.48612802201646e-06,3.144042738228892e-06,-1.201560835723898e-06,4.263274433290737e-07
-1.679116163173279e-05,4.777790882323218e-06,5.044513300219444e-06,4.891381794182808e-06,-6.631596805540214e-07,9.210788046258133e-07
-1.9251158664181856e-05,6.923287398355007e-06,6.071695096013235e-06,6.3856396407107616e-06,7.135388811911043e-07,1.5611703485610911e-06
-1.7894002627888184e-05,8.431295606505434e-06,6.041346387952563e-06,6.9934101285892056e-06,2.6776827066546772e-06,2.126499271169502e-06
2.4845922026069712e-09,5.651957355877406e-10,-4.0159322909206104e-10,-2.141400813879654e-10,1.8219311440040673e-09,2.943298048230262e-10
3.1314536928379395e-08,6.185497346179383e-09,-5.222270058377824e-09,-3.1132267272957043e-09,2.1495050945563927e-08,3.282126562569053e-09
1.8957464497819053e-07,3.085980857624555e-08,-3.288419614855494e-08,-2.1606719569611802e-08,1.2009815946679773e-07,1.6852530953267778e-08
7.387265047778584e-07,9.027529684827694e-08,-1.347658587553201e-07,-9.587529891020346e-08,4.235234707933348e-07,5.227232712073913e-08
2.097760296901657e-06,1.5664045068259105e-07,-4.0781718622614024e-07,-3.0808539863170715e-07,1.0584857263697096e-06,1.061315703979019e-07
4.663113965921987e-06,8.976021157436926e-08,-9.787912975728144e-07,-7.714304075592979e-07,1.9890329030252614e-06,1.3386277519591395e-07
8.506344867314166e-06,-3.782634829262269e-07,-1.9467044427627288e-06,-1.5822262082184244e-06,2.888836732600942e-06,4.633339212064406e-08
1.3143841951290384e-05,-1.526918258069764e-06,-3.2910333759050725e-06,-2.752326656772413e-06,3.228248265478562e-06,-2.4917642855714855e-07
1.7523852289103284e-05,-3.4213048671291036e-06,-4.78306243119799e-06,-4.147593347261534e-06,2.574947823637232e-06,-7.816223577667447e-07
2.0254549773285493e-05,-5.71806139225724e-06,-5.97470789197248e-06,-5.455052905173351e-06,8.882826092431812e-07,-1.4637969926849676e-06
5.708683205240147e-10,-1.7135074182668348e-09,-3.849622414344685e-10,-8.744805370624789e-10,-1.931773015975024e-09,-6.377790383096793e-10
3.6948229768861658e-09,-1.9211670916691462e-08,-3.706183329167396e-09,-9.168604470737489e-09,-2.2934402647163434e-08,-7.119069368858536e-09
-4.379856659360571e-10,-1.0069659805589973e-07,-1.504702456930614e-08,-4.364746929124616e-08,-1.2903919293279639e-07,-3.717841627214252e-08
-9.55195904183342e-08,-3.275458826811354e-07,-2.8656884987566783e-08,-1.2242478634235124e-07,-4.5932222484813434e-07,-1.208502522005526e-07
-5.451925987014106e-07,-7.37282122013938e-07,4.998650967171265e-09,-2.1196124381735652e-07,-1.1653786740167787e-06,-2.7389773017829764e-07
-1.8191296543089179e-06,-1.1990566741218307e-06,2.014362286811748e-07,-1.7729267694944986e-07,-2.2507781421262937e-06,-4.569245977887881e-07
-4.393920218381902e-06,-1.3796860629454062e-06,7.08023241302688e-07,1.8842749259976482e-07,-3.44636371251522e-06,-5.680360799125455e-07
-8.3989347531779e-06,-8.860211524663188e-07,1.6204661859356536e-06,1.0499530490989567e-06,-4.284811671147917e-06,-4.923756073313407e-07
-1.3384872942227309e-05,5.105208802828179e-07,2.910637071738341e-06,2.4226185530366267e-06,-4.349848250423517e-06,-1.6715099060042672e-07
-1.8377090529364997e-05,2.724678592079032e-06,4.400264015699412e-06,4.137059534385027e-06,-3.497351046446443e-06,3.927082584436342e-07
-5.486421013603565e-09,3.0943950833850712e-09,2.1496518465301073e-09,2.569809899055296e-09,1.305468069925284e-09,9.42551556312714e-10
-6.217040909555499e-08,3.6693498092167974e-08,2.446793128497894e-08,2.994129092377896e-08,1.636539015701987e-08,1.1309731509683624e-08
-3.277134434905067e-07,2.053649216870356e-07,1.3035136373160657e-07,1.638232314294815e-07,9.786215526956011e-08,6.398889090662174e-08
-1.0624750848297887e-06,7.226540349599231e-07,4.317723106940245e-07,5.594814508302572e-07,3.7312417178943093e-07,2.271442067388117e-07
-2.3458120140248462e-06,1.7959131847575223e-06,9.93940217454345e-07,1.3346032333542595e-06,1.0238173476807023e-06,5.673618125847992e-07
-3.6298266458296937e-06,3.351226242157265e-06,1.6738206947500685e-06,2.3483363158603476e-06,2.1652763660845727e-06,1.0583678372721318e-06
-3.691239796968757e-06,4.854877831865998e-06,2.0811410124099427e-06,3.108517112496928e-06,3.693900058032102e-06,1.5225580002275871e-06
-1.337173074663735e-06,5.516487419844287e-06,1.7865164017164752e-06,3.0194819403800613e-06,5.253416404427574e-06,1.7091368301444842e-06
3.6375498691904137e-06,4.782213441907954e-06,6.239420189714475e-07,1.8159138638900638e-06,6.37984230716396e-06,1.4753903133013335e-06
1.0137227969734476e-05,2.6917217298968465e-06,-1.1895354483180512e-06,-2.2685641084296227e-07,6.710904104452229e-06,9.011266068477701e-07
5.765537977002722e-09,-1.548099998385826e-09,-1.8573847998595637e-09,-1.8131644218269374e-09,4.569009322353354e-10,-2.622281309727869e-10
7.052518286071693e-08,-1.954940081446444e-08,-2.2667360753660435e-08,-2.2394144036167226e-08,4.81797263125943e-09,-3.1854320312070943e-09
4.1106184123423403e-07,-1.1859350761326171e-07,-1.3200933941402612e-07,-1.3228723434794978e-07,2.2345940468011155e-08,-1.8743354228899836e-08
1.5244025715143627e-06,-4.6247578215240864e-07,-4.902626129625576e-07,-4.998962787281886e-07,5.5722827852607665e-08,-7.207677176407686e-08
4.050736671453043e-06,-1.3087997839255519e-06,-1.3087627331687356e-06,-1.3637389240188932e-06,5.579528696700138e-08,-2.063316159722393e-07
8.22423734499649e-06,-2.873968485116631e-06,-2.680205783385183e-06,-2.870976789417462e-06,-1.2852142366049156e-07,-4.7300811613689966e-07
1.3244960816975795e-05,-5.1025052293667645e-06,-4.375871985731917e-06,-4.8571245145863546e-06,-7.209488163121134e-07,-9.044359168167935e-07
1.7242549624530193e-05,-7.514150372978822e-06,-5.8152528876280435e-06,-6.761296157503469e-06,-1.8647803817294366e-06,-1.4689804508285675e-06
1.8132158444646812e-05,-9.311485277004757e-06,-6.316687012490648e-06,-7.815358668170012e-06,-3.4427579410309117e-06,-2.034893771751364e-06
1.486651645166627e-05,-9.755532772799177e-06,-5.495340483718194e-06,-7.441227006239223e-06,-5.047734359827442e-06,-2.3972149854786326e-06
8.161859662220724e-06,-8.580428839512951e-06,-3.516172282253181e-06,-5.604581964489437e-06,-6.174340400010678e-06,-2.388324313736478e-06
4.599950694735647e-10,8.796374324620707e-10,2.0614689352542705e-10,2.1207732323073018e-10,1.0890073856073021e-09,2.2200434687036675e-10
7.249483247817415e-09,9.829861803252724e-09,1.983670238836954e-09,1.8962194298901997e-09,1.2812705653222411e-08,2.40049164366302e-09
5.3292905324412645e-08,5.085349047777686e-08,7.722008774834108e-09,6.458229998402273e-09,7.125862977990802e-08,1.1911438613231258e-08
2.46329190134007e-07,1.5997622008908463e-07,1.0814762468525809e-08,4.158794432225658e-09,2.4954084504050066e-07,3.553079023727682e-08
8.134637243222284e-07,3.32502598700637e-07,-3.2279157872977356e-08,-5.273760504325011e-08,6.169499254546427e-07,6.87489147346862e-08
2.0672752663906045e-06,4.3849248975706935e-07,-2.3137840464048418e-07,-2.739719904167241e-07,1.137651924693131e-06,8.014033278790499e-08
4.24992702714211e-06,1.9772293246942195e-07,-7.48623494668019e-07,-8.15886868339344e-07,1.5877523176168511e-06,1.2266983258708397e-08
7.3204245492865574e-06,-7.119250293059365e-07,-1.711791766661359e-06,-1.8103950992469624e-06,1.5942339924524786e-06,-1.9670407674729474e-07
1.0806886741092087e-05,-2.454830985361485e-06,-3.086673469331096e-06,-3.2628723457069325e-06,8.035675562338833e-07,-5.89458931479171e-07
1.379664937561515e-05,-4.865483310368454e-06,-4.591142094356105e-06,-4.96372802633534e-06,-9.245477111717835e-07,-1.1720308052619795e-06
1.5095063199177672e-05,-7.40176335285639e-06,-5.7305631665249e-06,-6.465543560183261e-06,-3.4164986130897183e-06,-1.8859392336214612e-06
1.3594042540271379e-05,-9.28118224310602e-06,-5.979860621088951e-06,-7.189771581082269e-06,-6.2251864885234946e-06,-2.576181828863004e-06
8.802755690670111e-06,-9.804113834861613e-06,-5.045857501876947e-06,-6.683915218432277e-06,-8.78712584844644e-06,-3.01182140647202e-06
1.254688565802124e-06,-8.726481410994664e-06,-3.051562182423636e-06,-4.902616445851362e-06,-1.0626795084240528e-05,-2.995171451344665e-06
-7.5902560542614655e-06,-6.408495307240367e-06,-4.888277671106948e-07,-2.2761926346530222e-06,-1.150931960207455e-05,-2.4912127494040393e-06
